Principal Component 1,Principal Component 2,Position
-379.94051091526404,-10.152754560529814,SF
-169.9690181313896,-69.97661544423855,PG
624.1092039964896,115.63599258662664,PF
-57.72536933533843,-90.39849648046818,SF
702.7457871835619,367.7909013599755,PF
310.29917061203184,-113.86772391376992,SG
-562.1709893562337,-25.029493965231218,SF
153.56018582955005,-33.35465974823401,C
532.6303211848586,-80.88608722852618,SG
-266.7982512493142,-83.43460719758974,PG
166.30798796626982,333.6324699570581,C
270.2095452253353,195.39700246016196,PF
220.19728426377878,-28.71757322743467,SG
-172.90915073929744,-5.706377807514855,SF
346.95427638399417,88.53313760039224,PF
905.6557267703278,240.01810915849615,PF
-157.3722407617591,-150.21515845833784,PG
-438.85865126051516,-66.65730708906844,PG
-314.0130779061025,-109.82167072146679,PG
255.57031290643147,-174.77895631747896,PG
-516.2935397736602,-38.862250631414014,SG
398.93378809044873,230.08582376478222,C
305.22515602004273,148.0466722956079,C
703.4346750871604,229.49898562802224,PF
296.08988478497236,-182.5224264121087,PG
226.27551041797108,131.6386775717056,C
475.3509468300971,-20.981864066779938,SF
-477.46275683144256,-27.128453054713603,SG
-396.33483421384483,-24.145982242040525,SG
-405.24279894799827,-25.5863081087339,SG
-556.893324430242,-8.443172317398417,SF
-563.2294316998217,-27.032662182889094,SG
1149.1307879285368,222.84311940395378,C
-486.56141266019785,-44.67126338105194,PG
-121.5188307067416,86.31989429925052,PF
-484.71922699676577,-14.32173453338465,PF
-454.47761020212636,-12.783263620453296,SF
-506.53229747704336,-24.83786806729986,SG
-469.4917259483794,-9.048290319754813,SG
-517.3630265855409,-22.218366263730566,SG
-547.6281972890732,-13.093749788715963,SG
-21.26587268657852,-54.894553264079036,PG
-393.6948201353242,-38.70255621773084,PG
-223.07054115277975,-42.45580119193896,PG
172.67760816156715,46.107458974303924,SF
481.67453218541175,364.65852444792904,PF
683.0475457180988,-91.8385979892869,SG
-380.7771579432247,13.62078109210038,PF
-584.0656695214828,-29.038636696498017,SG
-108.28609356853366,-4.542627635304218,SF
1334.6720102393656,223.79861460253068,SF
116.35250598165044,421.58530449610794,PF
-17.074781559428743,226.8538115271516,C
176.96766364673488,84.58355057989834,SF
-539.6985477750167,-26.227809650630313,SG
-304.94920543671753,-71.77919108889071,PG
-249.45878825856073,69.1292611290286,PF
419.9928086688292,151.02110512019703,SF
1539.5894606726224,-158.9726219859864,SF
1005.2173952584066,-114.12272108494436,SF
-425.13918338044095,4.833132116519835,SF
-441.6671612047039,3.9728119496617786,SF
-221.6999147770248,86.24810677940815,PF
-560.7574715886747,-19.60236047934397,PF
511.270423804826,89.70269110139733,SF
1436.3558446523616,-180.9666531232388,SG
-473.1947561154752,-20.18622640694491,SF
270.61142766677415,-15.15990536640295,SG
-355.3248352180891,-75.37355961745402,SG
-94.17821863436541,248.23475375098496,PF
690.0637690011564,-96.6030232643876,SF
932.6325094415332,-0.9629791478959042,SF
32.68780915490481,-131.5012212272051,PG
222.82275750962333,-138.98331245463484,SG
-192.86861262347037,59.450657398475585,PF
1112.0810384998467,44.35598753446993,PF
-276.54164065971474,-92.65999385051657,PG
-546.7066338104021,-36.21006543156676,PG
-325.3344943683452,-82.71378967419459,PG
-120.05640424111624,14.219357163271624,SG
-397.2740216372179,-40.95068334258707,SG
-586.7535808793934,-24.557182533618555,PF
-92.81991015526444,136.7204542664063,SF
-557.4030617106307,-25.061895676400898,PG
1178.625497044106,344.37349554955546,C
134.73226321549828,-27.61286199444044,SG
-200.10559122938275,-100.53237614552516,PG
-377.7677920824709,-65.3593242039492,SG
649.0747377543581,-113.01573900726825,SG
-581.4078845259954,-29.416893662994084,PG
183.62338546207047,-32.78013306485171,SG
181.70232240717178,-32.35735831070458,SG
653.0674014091397,1063.750945123673,PF
-232.8734989105285,-52.89387043382209,SF
606.6738328999719,-266.72205943209326,PG
837.4048193176028,181.7450047297903,PF
237.3192298227856,7.624672841663326,SF
986.6572934412994,239.0799714345634,PF
97.42628957758541,-127.04100237099136,PG
626.1541444212977,-65.53424101228123,SF
-468.2658601357426,-29.03498477806844,SG
176.82265107521584,128.11725592219597,PF
580.1674071939377,-141.21159146473286,SG
1112.7446358160037,-240.91216955723098,SG
193.03915936391763,355.221822743955,C
270.6745519482579,-45.57884205199764,SF
-452.36896277100266,49.41642187798713,C
-404.9485370176794,22.194563857475075,PF
163.28420995903355,321.0109821218937,PF
818.5401573859241,-110.91479662499657,SF
90.18078906235985,222.6256339426613,C
-449.48416858531675,-52.25556504273334,PG
-578.0770965390997,-29.14823239585996,PG
-466.9065767214788,-49.37104973854515,PG
-517.5134743564228,-36.554119244308794,PG
-343.7975538069487,102.5258159915122,C
-370.6192815964288,-59.48747179296733,PG
-200.25925006778363,-1.2355074383190647,SG
225.20107323050615,76.0251209044586,SF
226.18652184043356,-1.8501696570862691,PF
137.91389663101165,-226.24407716171999,PG
310.4928897636594,-145.19963982245298,PG
-216.83049682587347,-27.858529296828966,SF
321.50005078880133,-41.957259525264334,SF
-557.4638464056108,-30.792405787865803,PG
-582.7619101654683,-29.04736317370602,PG
-570.2014197957044,-28.008899744003102,PG
460.0967167895384,-140.30152635799556,SG
1209.7201317772247,-103.45967060165425,SF
794.21092349905,238.84144072921669,PF
590.5857943076516,576.435052026887,PF
-74.66450159855458,-134.7569824377583,PG
-451.69245846898286,25.011386219318872,C
-345.91322577044946,44.138978903674044,PF
-321.2148582028133,-107.56570904914459,PG
-327.2152684473845,-102.50545747135405,PG
-250.03105726727864,264.44798268155864,C
-332.9835864645997,-72.84080397020523,PG
1113.7075175501109,382.94620363723703,C
648.6130907920157,51.463036780318646,SF
-166.08243832945902,-19.56647676154393,SF
365.05010134336,172.32741965456984,C
975.4028314649223,-195.95396811971375,SG
769.7261364481961,369.00901583520596,PF
521.3719558610043,252.1941807154144,C
939.3587515539531,-340.18797776174904,PG
40.86624833569704,105.72575557423009,C
128.54514021002353,-4.969103835955309,C
551.347273865595,-79.92683584191884,SF
479.2989954990122,-266.5209402925077,PG
203.29272596827707,-12.874998142770277,SG
1136.380563847325,-171.01825812406776,SG
1040.1224241253476,-219.42895082694514,SG
-8.024607270672277,45.33303920760356,SF
555.1223688657514,232.19854686004828,SF
-0.47653573349657563,-70.80528477217642,SG
-332.2145658626212,-80.3145224393569,PG
-539.6805709413484,1.0132847300025993,PF
-493.50655420526977,-30.247649315488694,SG
1060.9143473971435,-343.70540016905306,SG
-194.675617754551,153.8023469395131,C
-272.642749131364,105.9671265557872,C
35.840863460471724,-202.2032662058656,PG
196.81880059938158,-149.61356958574373,SG
-482.01677469392337,-38.65288444162316,SF
-579.3366024495915,-25.155354712325696,SG
-498.1796641448276,-39.761331809710555,SF
-0.4153744730025437,-157.05871842372864,PG
159.7278063918303,60.722566822859875,PF
582.624671972378,-202.99239229153773,SG
922.9697908187981,-547.6004054698888,PG
506.62755531165465,-273.58188555774376,PG
272.67183701750173,-97.5962151188561,SF
-262.17757255859226,101.80927416296406,C
-508.9235989422814,-4.748299413513706,SF
-557.5332583174305,-12.019532275255774,SF
1849.7045380191612,220.45188796405677,PF
-338.63300232858484,38.09794373616455,SF
434.32140177224767,134.7577977891048,SF
1110.2844143853786,-134.72878498560783,SG
-556.658416348636,-23.34849316070337,SF
-558.523044262702,-22.96689332511832,SF
-95.17195258613742,-94.14196134041201,PG
-559.9130043258472,-20.13695084962157,SG
-575.7294906548176,-25.191249125816444,SG
580.9624620626993,224.62344679621498,PF
-440.6039417476003,-14.212584715995188,SF
630.4658388882111,-343.2740571479912,PG
-311.64981756688684,24.199914837292106,SF
-483.2685903226287,-17.572070781857967,SF
396.62431241376316,194.4480555665512,C
270.0427313284598,-77.16562718540443,PG
570.5559058883397,-85.9444124155647,SF
1090.2307441490611,-440.0449362670401,PG
-342.95847037475403,-32.75129782516469,SG
249.14622986996767,81.18637539850648,PF
-543.3107197664866,-38.42490839790911,PG
1201.4829359249911,704.8409169520866,PF
-121.70909999070005,-64.2184551301906,SF
-319.5595561797994,-49.1163673193406,SG
-90.12103844433216,184.73862495872316,C
-585.5957176048689,-27.65230713947343,SG
-577.4155312017431,-25.57815038950179,SG
-524.7860364177487,-28.36047175606251,SG
443.11857672539725,42.09995905265225,SF
1205.9524727040503,323.08646117836054,PF
224.3062326061438,156.58019931536523,PF
944.7077276024808,217.6827391660663,PF
-413.8427632532963,160.2884484157022,PF
306.95653025330046,160.5660578008621,PF
282.70403310258905,-92.42289074201953,SG
-562.7514281998848,-4.9218038878331605,C
-211.00826847354995,-55.3495572479484,PG
916.785938988039,129.4562319301454,SF
135.45305355289588,272.24890919475246,PF
258.17004170522466,-174.076953536771,PG
-414.4469479703796,163.1328605787204,C
163.61847239829558,81.99002602038163,SF
88.16609920403243,-26.59650356582178,SG
-319.6756400947774,142.845179274693,C
296.0419915475393,-41.45888687778204,SF
-311.0849149128594,85.16795132920414,PF
488.61725121666825,-248.73437114962707,PG
262.22016248837394,-68.9538637447194,SG
726.3015329880822,-354.60628365664826,PG
-407.67750879884096,-12.340765921989016,PF
-567.2243217645181,-26.565767066800017,PF
-435.95267777722387,-12.038758656255117,PF
-34.66778539645145,37.09251398543209,PF
-285.6850572052862,-79.25559383811171,PG
931.585065269909,-295.8183971857155,PG
319.67251424925223,427.46723123112594,PF
1905.045066260625,-257.95633709905246,SG
733.5071592903822,-303.3203441764481,PG
155.80386713590894,231.04637669721893,C
-364.63292955884754,25.073879342797625,C
-74.22856328693217,-121.773753625435,PG
-348.8346976930551,-8.689415888914631,SF
-378.6464397776048,-5.616876331805372,SF
1265.7081675576278,-276.44402926053215,SG
-365.16731079358453,4.147045232542595,SG
518.2520935281221,-203.94331781924365,PG
-344.0527522742474,-76.7161045391673,PG
-571.1241206786544,-30.166371615591643,PG
-374.5124907581569,-72.08765284533584,PG
844.7321570217297,336.4774340483042,C
306.47601127693565,-298.78878348272013,PG
-37.79552448398067,-52.39309961357979,PG
-332.41460326380775,-83.22246725119147,PG
672.5703358837444,5.228041160235442,SG
149.20087568839074,299.88397625453445,C
571.2673108936309,-56.634781187753774,SF
-258.30483955949165,-10.256502306432395,SG
1039.3068690741184,338.7810647744055,PF
1561.0551342116232,354.46039314053314,C
250.7674554327184,-56.51871272918404,SG
-396.9351830940734,-34.643623538950756,SG
905.1474434802975,298.2471865230663,C
-295.6447483459567,71.43841250200366,PF
891.1315400517434,-329.58641164122923,PG
-561.9131677690899,-23.663190314149467,SG
-116.49265599933699,4.031305967658152,SF
-564.765403618806,-5.338993835509385,C
-150.79034758696048,120.36094329275416,C
-382.1687206733121,-29.290070405983624,PG
-126.42182782980552,85.71790810839204,PF
1156.4434518574258,-83.60401001804505,SG
1146.78760117999,-215.30101285863492,SG
955.7835578688886,-58.803942086260264,SF
-308.33248995236363,-66.72793644647413,PG
-319.48433045695793,-66.89867005365318,PG
-496.0443463050703,-5.553225944856081,C
100.40423388168199,-14.192576605944964,SF
-475.5662803516093,-56.527415365881026,PG
1101.4366757616444,-255.35502228350737,SG
511.65115414891636,99.67793497269277,C
-227.84921849015046,-69.14112291974062,PG
-326.7303705152117,-10.11006918167054,SF
318.2947401397586,-168.18954757542343,PG
221.72294566288792,153.4716031936104,SF
-457.57379397774355,-34.97935543091384,SG
799.6502461411857,-171.6912373896081,SG
565.9489151981946,-62.5487349000733,SF
1022.8700117135719,-106.97159122258253,SG
920.7811782400285,499.5651635816159,C
-452.087145988735,-62.96999054625914,PG
-455.9434320773616,-61.48456068184087,PG
545.2853888703966,-237.51421254649296,PG
610.1413974160465,202.62376976808008,C
338.0925676950227,186.11613780914433,PF
574.7520126183111,198.46585535704452,PF
-151.75818533244149,-84.10851716098762,PG
-134.10673510179146,-113.13882711779588,PG
-505.9414341070004,37.40921784718659,C
558.2281589136925,-297.4917803015896,PG
-310.24517250523786,128.42123769784968,PF
1317.9655158039964,-57.94725210208034,SF
830.3078067130504,2.9230476559655116,SF
-446.29974831376,-26.375368629640647,SG
-284.62954866128234,-11.776534463100447,PF
-578.2366226307976,-24.080387483416114,SF
-301.8924130816355,-13.959971934822025,PF
759.1525031605762,-312.46538730013526,PG
555.72702971672,334.4486557037195,PF
-255.06345172386665,-106.78527069354732,PG
-555.3701875774758,-36.74612443168922,PG
-295.19275614875465,-96.30288960872545,PG
192.5149454671731,-144.26172095996753,PG
730.8567818897858,-313.3102478414226,PG
596.8318119711925,36.92347038932145,SG
-3.490758721074485,14.002089958246792,PF
51.23904646788117,147.89679208833655,C
-558.9248334085948,-19.156257032204174,SG
-561.2799336154537,-19.193632821944053,SG
-398.70217337443876,-58.89050814081796,SG
-426.88816987088967,-56.385781058395246,PG
-251.9053155419852,-68.35262042212418,PG
197.40317996334977,-126.28819345945088,SG
-141.06899438062823,-88.5968475624752,SG
82.52265590716854,-142.41922070941223,PG
670.0388497663793,178.80669154564322,PF
746.1980076867745,244.5420207443612,PF
266.0186604894375,399.1568211269812,PF
252.58260248783006,189.6220360616481,PF
963.7260250930493,-304.8598826349597,PG
305.448074244173,-87.85845465505494,SG
-490.7795505347508,-47.260989780080706,SG
-500.18670962206954,-45.13401194243849,SG
-586.0923328095328,-28.39089325565917,SG
457.75642658054255,191.32015832797362,PF
-453.8998371533288,11.252492757398947,PF
316.1567712683802,153.8038932932659,PF
1425.354524158885,-483.1433079093438,PG
517.6072606186937,216.98542210438518,PF
-468.1756781015807,45.84280821497252,PF
-127.32350962110064,-42.45695298220286,SG
608.1828840986367,44.410189571245226,PF
-430.1751997768408,-48.50457718312242,SG
-478.6327622068004,-38.27511650555553,SG
-561.8452444788861,-31.885779310203745,SG
-580.6961743993722,-30.87134642668343,SG
-121.11766148534718,34.38517614686113,PF
-490.2956692879017,-4.85846640888418,PF
-306.6073989783768,-27.320053566417098,SF
-487.30244196557743,-29.2094344434647,SF
-414.8044456515573,-24.37446846928806,SF
758.288115186184,-129.57358204531255,SF
-293.108751321279,-62.01650495852013,PG
-228.8155728688668,-45.29713409002348,SF
-578.8588109736094,-28.225636138589177,PG
-433.4532001116488,-36.33569436689624,SG
305.5557793320901,169.531063131998,SF
-420.2980651355756,-11.161514938325643,SF
130.35435544893858,154.42879835538974,SF
222.9693227521252,339.66658188652497,C
198.07435226956966,-103.84093614632202,PG
825.3730288966029,-223.39924635226686,SG
65.41812507967688,144.03152399186723,C
-22.031611098949952,-2.3595790167247443,SG
-64.8172705451492,-24.490604706000074,SG
-127.94040204644591,85.66748877780456,C
-133.80776004621868,-84.29548678704268,SF
685.5834617712738,112.32178421045334,PF
-157.8010888091967,146.11323629253866,C
-467.0407874053926,3.3259222119857696,C
250.4314525079169,-38.41655295610177,SG
215.4990827353406,-12.35488517053732,SF
-356.3791684363721,59.951835166995565,SF
-358.5446451074351,59.470462401302754,SF
334.6077790021203,-207.1184337895105,PG
624.0247018403837,90.94933016840349,SF
788.9189675784068,-217.6954422694456,SG
276.54286713367935,245.23332228572588,PF
58.51114217043414,-94.43233959337041,SG
-581.8357601203473,-29.55759796339254,PG
-490.6998189466705,42.42348707162341,PF
-536.4577691103627,-30.122646444135196,SF
-528.7840708758526,8.406559724284946,C
-33.59475767826041,160.18359145934704,C
215.28313002223967,2.6240815140187195,SF
29.376995863577008,267.49679944506573,C
664.8866018580835,-44.65600966639993,SG
-103.12873225676145,-114.37854197597146,PG
-204.0282427884306,181.17187216858184,C
-440.8797024420459,-8.641494266407989,SF
-201.8676309351177,193.69888981831014,PF
1019.041743220651,-32.10138816228619,PF
767.9348216886534,210.86374620237098,PF
229.22591101873547,113.59785053492148,PF
-227.59277562049715,-124.35887349674094,PG
-500.0702643906478,-57.6954960242349,PG
-323.0220063212519,-92.9271430815292,PG
181.75527226485121,-171.01566237169095,PG
1253.5563223948025,-227.34584383106085,SF
502.8427426137374,373.92028617085776,C
-68.11894235214106,159.591010201651,C
-11.936274723643578,103.9694763859164,SF
-127.545843680958,-74.72428794906571,PG
444.9128084641633,377.3501105422682,C
26.65865225581888,-8.89958599455878,SF
-143.3613773379456,-39.269503347119006,SG
-334.754577113993,-27.186849787916756,SG
1241.5645286911104,267.2725183369128,C
-111.4453340897303,-108.2328451426521,PG
-111.64449616002116,54.45786309417538,PF
-292.57533317050337,-50.3644798522967,SG
-242.73799087217884,15.404958868917916,SG
654.1955281945528,-181.92182097246848,PG
460.7874611505234,9.706503389453651,SF
-417.0706129074787,-31.04719684693795,SG
628.5286633439492,-120.7407045043872,SG
-58.45408869345863,-11.580760709598632,SF
1394.1007167792532,81.81675746868652,SF
519.3007485395225,514.1969365546621,PF
1002.1146741228328,173.7393546594958,SF
585.4583154079972,134.76233233734467,SF
1576.4374563114602,-190.26004833653684,SF
953.0497564382814,-53.21306870462155,SF
70.58919647145774,4.725799845345449,SF
-221.35552088308333,88.02416161339879,PF
-560.2208977740446,-29.75884891129602,PG
437.32073363717484,32.823726259219775,PF
1319.7984725374508,-108.54825101547165,SG
-496.01793611636475,-70.5508646190919,SG
376.18940907125113,-17.28695726760886,SG
-224.98634780377256,-103.27297987560961,SG
-542.422281525652,-37.44403554740856,PG
276.5900077086037,-83.54946721875811,SG
-133.24825981570132,-62.270819462399785,SG
-185.66121706830262,-47.54252170108974,SG
-582.5863081128317,-26.49302588786895,C
558.4077978041204,39.3236925119985,SF
-162.05194381968755,-94.8361610348774,PG
353.9708398725546,-146.45863918434043,SG
170.56292851157968,26.280440664329404,PF
659.0751427730717,37.16320315919909,PF
400.3129970864105,232.29106663209484,C
-279.29606617412753,-79.2084628734543,PG
96.5192007015653,-152.20852655989097,PG
-157.90551605342904,-47.80633045397998,SG
162.44539589270903,95.65034452249407,PG
-435.59642289438364,31.91743190610932,C
-293.84833199777864,98.1096908696586,PF
-523.326381660325,-6.132941705955854,C
-544.7367300848962,-10.042537360452549,C
-574.089141161836,-22.35414780392275,C
-475.63034396454236,-34.02842420233878,SG
1740.5008133627111,437.93309686101077,C
-436.17748194208514,-7.987882186302343,SG
-97.09335842490486,61.74331142675322,SF
193.44964262129076,-159.22235564952985,PG
-230.5158375486289,-128.2291424960966,PG
248.63899871658998,-80.80559008033337,SG
-302.3672852654756,-10.477883045385665,SF
358.5311414751741,698.871385306611,SF
702.0433482674558,-126.96073812407346,SG
1003.4655026422369,-362.39648238460757,PG
-589.7996308624174,-29.337333066204327,SF
942.7769229367897,307.2034631476424,PF
-158.77057659114524,-23.838788772331785,PF
610.3611885604417,55.178308353660455,SF
894.8073950177692,158.52589021618974,PF
671.0054997597596,-186.71716097040814,PG
1642.8985544587113,91.04124872122635,SF
-268.63053318827144,15.508907946009991,SG
37.19363754874587,-90.01772853968404,SG
-511.3680060640587,-35.12124412864693,SG
-46.937846378348695,-81.16029106607724,SG
-85.59570583089123,15.622467728863327,SF
-407.47622061601896,44.48531458934424,C
-568.1495414057769,0.6524942641771538,PF
-427.08089271502115,64.17077025078045,PF
-138.25672163736738,181.7736457798611,PF
773.0089249094725,-101.13853135909034,SG
-388.6016882597224,-32.93477965887265,SG
566.1111277728711,-94.4676019970553,SG
-277.1912141535739,69.46930223458155,C
-561.2343355563282,-24.002621992409537,SG
142.16025123486713,421.81958366154964,C
442.0468490729369,106.01269464779652,PF
-532.1823897199927,-20.67911303765922,PF
347.06699039442344,-11.62623644273142,PF
134.96999239846048,-221.64239127279535,PG
135.74657904587286,-167.85207561029023,PG
-209.14351063861943,-56.5664755806562,SF
-226.79033048865807,-23.92855956835004,SF
-457.1920817093124,-45.54096714734304,PG
-71.71576036277531,-60.52978517745481,SF
398.83705590150157,-148.81749486437258,SG
812.7054286031924,-37.91736472634621,SF
301.24137626576555,246.90221530034466,PF
-221.0664114144567,190.27418705463924,PF
-506.3498617184125,24.71608303458781,PF
-265.31004150557993,124.85099635812502,C
-321.6096323147342,45.209265602754044,PF
-563.9504458042127,-31.845478424272333,PG
781.9369805077839,379.8906545196939,C
927.8515045327339,100.65277715615008,PF
91.06353549838059,-87.60112210387234,PG
-284.95502802896107,-29.446541931533247,PF
231.01865157035365,108.33480145746852,C
1213.2214591191587,-230.44761051017298,SG
576.516253573798,278.4615390110371,PF
-14.11259117629561,91.53193759224132,C
-530.6530387977693,1.4780593215515268,PF
-589.2474423929323,-25.723793296728356,PF
265.2542598223703,-235.9434810836715,PG
419.84595152418103,198.40354821087294,C
317.8345422858521,144.1791504735072,C
417.38303903800715,0.3079475510926919,C
1127.763894748297,-159.10673716417477,SF
712.9827149335714,-311.4220972811042,PG
-388.679801661708,28.17544235685856,PF
-9.418865646496101,31.30704162294657,SG
844.0572030302966,-190.72893127509997,SG
691.8424198892297,-157.79731503334108,SG
-53.02841396353813,-38.99670053625944,PG
101.8553116424855,127.95204875164357,PF
611.1460155155954,87.81365162682127,SF
36.72655403918293,329.46433428788765,PF
-286.6505704826665,53.82494070133727,PF
504.2114949507792,-51.636011639252985,SG
-329.2948525368622,-33.35958635789372,SG
-588.401357660176,-23.093765155267423,SG
-336.39297906214404,-36.52964837367843,SG
-504.9044621479202,-0.6900581634850056,PF
-133.79197095352288,-140.3754739459543,PG
-267.97725112048164,86.3793899150969,C
1068.761143359971,-375.0644124800447,SG
-276.25443860777995,127.11570930987044,C
52.07900585729794,170.49496341568067,C
501.26044256586795,-192.08377998418467,SG
-492.3815459746296,-25.044920217851306,SG
-181.54749822473985,-113.34748118064445,SF
153.73921421234695,-217.19616845682538,PG
30.04421487181412,134.77007691798246,PF
-79.04344280062514,-92.72475820214375,SG
1027.6291424852438,-615.5208043198495,PG
-131.44484943492608,-11.744300619967866,SF
-526.47133595993,-37.032104213873396,PG
800.985065252357,-153.8370383153205,SF
-160.61312263815535,190.28848553443197,C
-483.42663857132607,-50.81090343222325,SG
-324.74370599337163,29.270899813270184,SF
1975.0799149016862,241.3871947685878,PF
-489.91834124257866,8.75544734220999,SF
-5.717038492142024,-47.71698940962419,SF
-309.17147300296267,-68.94494621913228,SG
-460.90621643084137,32.19214040458002,PF
726.3444110353981,105.77913181577175,SF
392.94141110408964,-105.45784920967027,SG
-346.43736393425456,-23.963946321863084,SF
-210.7455687814675,33.48844426554148,SG
-485.93330692586744,-5.435754558043421,SG
-320.3117553706178,12.66044956159589,SG
137.8392654837687,164.75699959963202,PF
-417.07856301915,-7.646627982717408,SF
851.5371541938247,-397.68391805803617,PG
-329.3408476091565,63.07343303214351,SF
-343.4341195978967,34.98208638230126,PF
779.3638168662593,151.30878628653124,C
410.8763701217748,-136.9259163241867,SG
734.4558508555571,-153.23108094895127,SF
1237.9538132079947,-470.5809693627086,PG
745.4625712737642,112.9713482957285,PF
-332.06950188999696,-52.601217095066445,PG
619.6684315581427,339.9752196901989,PF
625.2366817565297,-154.0022237507698,SF
-517.8058293681439,-28.23312678390403,PG
-290.8528905836148,132.27831179653668,PF
190.13030113443745,281.39803132780565,C
-524.3088018707541,-32.84682806275118,SG
732.6258412053259,3.3007319395278394,SF
-432.4231053896998,-76.31162296117401,PG
1099.2633122448192,192.84886739299827,PF
-442.99104326077736,-24.83038679703538,SG
-504.7476616975148,-28.881013819747068,SG
281.03647674592946,-142.3202647785398,SG
-504.69217242977084,-47.28389198949891,SG
-557.9160335444466,0.26340636551123353,C
-283.250446770351,-55.69498073159137,PG
-430.0455819396086,-31.873989806017406,PG
-448.7043590477176,-50.08473722396977,PG
1007.9869092864484,171.6245931725607,SF
-109.02036959033455,183.45751507846046,PF
1191.5087882158978,-283.78589969619463,PG
361.4444789607131,-194.7389431139968,PG
-332.6641160059253,271.6360209193994,C
-40.84284718728759,40.01553323807053,SF
-331.50495564951615,4.097197865436147,SF
-589.4151485485218,-26.989711446108107,SG
-337.5893123864077,4.823026876762778,SF
-214.79039280057265,220.57549581778562,C
575.9775988674736,25.025929324223796,SF
-323.1660461494494,8.68397797717342,PF
-278.37759244161606,74.89691553623322,PF
140.52525763363963,-178.34471870937557,PG
-295.3888721136345,-114.28645299626504,PG
-554.3788163875873,-22.63482342941786,PF
98.52466083522074,-186.9161187943924,PG
1254.8397270175128,-452.51660479146545,PG
82.67236646522599,320.87357450301124,C
2059.173549631656,-292.5051448919717,SG
-366.84757445807736,-38.5874431409425,PF
290.44912944148416,-187.78091627887858,PG
388.24934756983487,279.9411419962613,C
-273.1317481101519,84.79932010661284,C
65.88160834646669,168.87799601113915,C
-85.11558836248378,0.13992739561073364,SF
-528.6251124131745,-33.41425175261832,SG
-540.4641239059927,-30.96300733729218,SG
-583.6604746179743,-28.71507993913852,SG
-531.5992986603433,-38.56098671777785,SG
1309.33048514471,-93.31699987122367,SG
522.0864810167424,-202.52453733299956,PG
-469.83659892826887,-66.55369444668798,PG
432.43172724438443,362.58404560415664,C
133.72926688967198,-250.4859396403374,PG
-252.3434310760265,108.5290943070675,C
-127.96991140598067,-40.32140621686007,SG
-220.50173539658624,-114.30954136310164,PG
469.3799264169869,74.07100199852006,SG
307.68067710226364,286.6300054871985,C
-148.81947366704253,134.85940798619157,C
780.3198841193492,-20.91444595635468,SF
532.8908350850987,36.65775619518602,SF
1039.0394675355842,342.3714767178461,PF
1744.4614289374304,268.64419015946015,C
-519.94142506041,16.77902344105214,C
5.734879395531607,-93.50925188008256,SG
345.36173376370937,302.57642053358757,C
-560.1218452746566,-22.178179417501696,SG
943.730702505948,-376.2107129718141,PG
-410.8637818236545,-41.00630998745349,SG
-488.69610326103015,49.813095125448385,C
-429.72975987155235,26.54746356454325,SF
222.0885640326611,250.99110344223686,PF
-511.14034414768946,-22.850146934830732,SF
952.3217291745854,-35.690503425031274,SG
1287.8371767166896,-287.312160154767,SG
958.844886382452,-283.12553616718264,SG
453.46395438309617,-9.17611712411848,SF
-408.10115113413895,-27.66522401271338,SF
266.0656289064134,-7.7748429614293855,SF
541.4383061398927,-183.43681010733832,PG
-507.2926791325931,27.92398302947128,SF
-367.8641175353014,-25.064383892596407,SG
282.926190649074,326.2676311159894,C
266.77571403252307,-244.20870439693988,PG
987.4821134480095,-241.55512793161301,SG
427.22913326530465,-165.7861115978056,SG
-35.24649432883007,-102.03294263433432,SG
807.0451740277271,464.7072101708552,C
260.0871677125896,84.09372169858854,SF
311.00745380492697,-198.74309927971484,PG
414.63256461508354,185.30908228752264,PF
1025.5090628044145,-242.50813512180844,SG
657.7378529024171,9.97362720624053,SF
216.95273468564255,-100.16242390958745,SG
620.5260938138694,353.14055711654953,C
309.0791296223556,-186.18437861366198,PG
-480.93900608306876,-2.562602427444375,C
-299.9698286880422,-74.34709609810889,PG
329.0295348337121,180.8371100205938,C
707.7896438128504,140.39593267486282,PF
509.54481775239685,210.91601567313535,PF
-145.57153230524938,-99.38506910796802,PG
-136.69419739836837,-137.07854530476374,PG
-576.5371132520322,-30.033309965580003,PG
-540.9972618723583,-14.367207371255748,PF
-574.5946683698721,-24.15178268552662,PF
881.1892300996734,-348.3123689456925,PG
-443.4626031603367,28.318366070097703,PF
1056.5439240463188,-13.21514000678193,SF
804.7660200594381,15.18123116108898,SF
-359.65330114887536,-30.554186267236837,SF
437.133096582931,-258.84068000021216,PG
776.4075005663038,278.37273896458373,PF
853.1890946587529,-385.1916535225138,PG
-76.21379788462013,136.75736537234667,PF
-219.95473780404689,-27.063047010730873,SG
455.35677778108027,-223.0563656939392,PG
477.89409114522425,-256.63440090640836,PG
-127.18625780390352,49.38810642682952,PF
-442.84273703792445,-44.31900620887666,PG
-525.9326085372293,-31.632189615636527,PG
-353.9943597347341,-82.5645966217669,PG
-305.0986640760526,-104.83190890100859,PG
-529.1215851693762,-10.949079918390273,SG
-381.0548511932976,-68.83468133046804,PG
219.09633983430308,112.06811583109054,PF
692.8019642091693,130.80191878640176,PF
-226.4236578281242,131.95416936429,PF
-223.71494563127362,99.26794007949782,PF
-445.4480135713355,18.766957326125997,PF
-373.76642584898644,54.23723639467855,PF
909.2530200602674,-339.3603472077916,PG
236.35866131420187,-62.11890253715885,SG
